event number,district,time received,shift,time dispatched,time arrived,callcode,call code description,call type,priority,unit id,is primary,address,city,latitude,longitude,geo count,geo error
16-000002,E,1/1/16 0:00,1,1/1/16 0:02,1/1/16 0:15,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E501,TRUE,301 16TH ST;  ,JERSEY CITY,40.73345947,-74.04602814,1,S5HPNTSCZA
16-010850,W,1/15/16 16:31,3,1/15/16 16:33,1/15/16 16:37,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W603,FALSE,58 GARRISON AVE; PVT  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010850,W,1/15/16 16:31,3,1/15/16 16:33,1/15/16 16:37,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,WSGT,FALSE,58 GARRISON AVE; PVT  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010850,W,1/15/16 16:31,3,1/15/16 16:33,1/15/16 16:37,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W303,TRUE,58 GARRISON AVE; PVT  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010853,E,1/15/16 16:33,3,1/15/16 16:35,1/15/16 16:58,A12.00,ASSAULT NO WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,ECRT19,TRUE,486 HALLADAY ST; 2  ,JERSEY CITY,40.71532059,-74.05846405,1,S5HPNTSCZA
16-010855,S,1/15/16 16:34,3,1/15/16 16:35,1/15/16 16:35,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA2A,TRUE,488 OCEAN AVE;  ,JERSEY CITY,40.70307541,-74.08084106,1,S5HPNTSCZA
16-010856,N,1/15/16 16:35,3,1/15/16 16:36,1/15/16 16:51,B18.00,TENANT/LANDLORD DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,N403,TRUE,35 MILTON AVE;  ,JERSEY CITY,40.74898529,-74.05255127,1,S5HPNTSCZA
16-010857,N,1/15/16 16:36,3,1/15/16 16:39,1/15/16 17:07,H28.00,MEET OTHER AGENCY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,CE4,TRUE,691 SUMMIT AVE;  ,JERSEY CITY,40.73868561,-74.05843353,1,S5HPNTSCZA
16-010858,N,1/15/16 16:41,3,1/15/16 16:43,1/15/16 16:53,A17.00,HOLD-UP ALARM; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,N203,TRUE,47 BEACH ST;  ,JERSEY CITY,40.74391556,-74.05654144,1,S5HPNTSCZA
16-010860,S,1/15/16 16:41,3,1/15/16 16:44,1/15/16 17:14,C16.00,TRESPASS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,S103,TRUE,185 GARFIELD AVE;  ,JERSEY CITY,40.69098282,-74.09342194,1,S5HPNTSCZA
16-010863,E,1/15/16 16:46,3,1/15/16 16:47,1/15/16 16:46,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,ESGT,FALSE,COL (CHRISTOPHER COLUMBUS DR) & MARIN BLVD;  ,JERSEY CITY,40.71900177,-74.04134369,1,SX
16-010863,E,1/15/16 16:46,3,1/15/16 16:47,1/15/16 16:46,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,EDETAIL,TRUE,COL (CHRISTOPHER COLUMBUS DR) & MARIN BLVD;  ,JERSEY CITY,40.71900177,-74.04134369,1,SX
16-010863,E,1/15/16 16:46,3,1/15/16 16:47,1/15/16 16:46,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,ECRT28,FALSE,COL (CHRISTOPHER COLUMBUS DR) & MARIN BLVD;  ,JERSEY CITY,40.71900177,-74.04134369,1,SX
16-010866,W,1/15/16 16:49,3,1/15/16 16:51,1/15/16 16:55,F11.00,PROWLER; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,WSGT,FALSE,58 GARRISON AVE;  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010866,W,1/15/16 16:49,3,1/15/16 16:51,1/15/16 16:55,F11.00,PROWLER; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,W603,FALSE,58 GARRISON AVE;  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010866,W,1/15/16 16:49,3,1/15/16 16:51,1/15/16 16:55,F11.00,PROWLER; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,W303,TRUE,58 GARRISON AVE;  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010866,W,1/15/16 16:49,3,1/15/16 16:51,1/15/16 16:55,F11.00,PROWLER; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,W103,FALSE,58 GARRISON AVE;  ,JERSEY CITY,40.73093033,-74.06916809,1,S5HPNTSCZA
16-010867,S,1/15/16 16:49,3,1/15/16 16:51,1/15/16 16:50,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA2A,TRUE,440 OCEAN AVE;  ,JERSEY CITY,40.70137405,-74.0825119,1,S5HPNTSCZA
16-010869,S,1/15/16 16:53,3,1/15/16 16:54,1/15/16 16:53,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK2A,TRUE,140 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.7046051,-74.08635712,1,S5HP-TSC-A
16-010874,W,1/15/16 17:04,3,1/15/16 17:06,1/1/01 0:00,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W603,TRUE,HACKENSACK RIVER - DUNCAN AVE (DUNCAN AVE) & US HWY 1&9;  ,JERSEY CITY,0,0,0,NOT FOUND
16-010875,S,1/15/16 17:10,3,1/15/16 17:11,1/15/16 17:10,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1A,TRUE,211 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.70679474,-74.08393097,1,S5HP-TSC-A
16-010876,S,1/15/16 17:10,3,1/15/16 17:12,1/15/16 17:11,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S403,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010878,N,1/15/16 17:13,3,1/15/16 17:14,1/15/16 17:14,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N403,TRUE,356 CENTRAL AVE;  ,JERSEY CITY,40.74693298,-74.04862213,1,S5HPNTSCZA
16-010881,N,1/15/16 17:20,3,1/15/16 17:22,1/15/16 17:49,D29.00,DISABLED VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N503,TRUE,PAVONIA AVE & KENNEDY BLVD;  ,JERSEY CITY,40.73300934,-74.0628891,1,SX
16-010882,S,1/15/16 17:21,3,1/15/16 17:22,1/15/16 17:21,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA2A,TRUE,381 OCEAN AVE;  ,JERSEY CITY,40.69981003,-74.08444977,1,S5HPNTSCZA
16-010884,W,1/15/16 17:23,3,1/15/16 17:26,1/15/16 17:54,D11.20,MOTOR VEHICLE ACCIDENT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,3,N203,FALSE,220 BROADWAY;  ,JERSEY CITY,40.73797607,-74.078125,1,S5HPNTSCZA
16-010884,W,1/15/16 17:23,3,1/15/16 17:26,1/15/16 17:54,D11.20,MOTOR VEHICLE ACCIDENT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,3,W303,TRUE,220 BROADWAY;  ,JERSEY CITY,40.73797607,-74.078125,1,S5HPNTSCZA
16-010885,S,1/15/16 17:24,3,1/15/16 17:24,1/15/16 17:24,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S603,TRUE,364 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71157837,-74.07817078,1,S5HP-TSC-A
16-010889,S,1/15/16 17:26,3,1/15/16 17:27,1/15/16 17:26,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S603,FALSE,215 ARLINGTON AVE;  ,JERSEY CITY,40.70923615,-74.0743866,1,S5HPNTSCZA
16-010889,S,1/15/16 17:26,3,1/15/16 17:27,1/15/16 17:26,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S203,TRUE,215 ARLINGTON AVE;  ,JERSEY CITY,40.70923615,-74.0743866,1,S5HPNTSCZA
16-010891,S,1/15/16 17:31,3,1/15/16 17:32,1/15/16 17:31,B14.00,HARASSMENT(VERBAL ABUSE); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,S503,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010893,S,1/15/16 17:32,3,1/15/16 17:33,1/15/16 17:32,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA1A,TRUE,116 OCEAN AVE;  ,JERSEY CITY,40.69241714,-74.09441376,1,S5HPNTSCZA
16-010894,S,1/15/16 17:33,3,1/15/16 17:34,1/1/01 0:00,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,9,SMLK2B,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010894,S,1/15/16 17:33,3,1/15/16 17:34,1/1/01 0:00,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,9,SMLK2A,FALSE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010895,S,1/15/16 17:34,3,1/15/16 17:38,1/15/16 18:00,B17.00,NEIGHBOR DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,S303,TRUE,43 SHEFFIELD ST; (2 FL),JERSEY CITY,40.69831848,-74.08953094,1,S5HPNTSCZA
16-010899,E,1/15/16 17:40,3,1/15/16 17:41,1/15/16 17:41,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E603,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-010902,S,1/15/16 17:42,3,1/15/16 17:43,1/15/16 17:42,E15.20,LOITERING; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,SI,4,SOCA2A,TRUE,OCEAN AVE & WOODLAWN AVE;  ,JERSEY CITY,40.7009697,-74.08300781,1,SX
16-010904,N,1/15/16 17:43,3,1/15/16 17:46,1/15/16 17:54,B19.00,PUBLIC ARGUMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,4,N403,TRUE,1215 SUMMIT AVE;  ,JERSEY CITY,40.75682068,-74.04502869,1,S5HPNTSCZA
16-010906,W,1/15/16 17:44,3,1/15/16 17:48,1/15/16 18:03,B21.00,MERCHANT/CUSTOMER DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,W103,TRUE,475 COMMUNIPAW AVE;  ,JERSEY CITY,40.71485138,-74.06721497,1,S5HPNTSCZA
16-010909,E,1/15/16 17:48,3,1/15/16 17:53,1/15/16 18:05,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E103,TRUE,PROVOST ST & BAY ST;  ,JERSEY CITY,40.72063828,-74.03946686,1,SX
16-010910,S,1/15/16 17:49,3,1/15/16 17:50,1/15/16 17:50,E15.20,LOITERING; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,SI,4,SOCA1A,TRUE,OCEAN AVE & NEPTUNE AVE;  ,JERSEY CITY,40.69208908,-74.09493256,1,SX
16-010917,W,1/15/16 17:55,3,1/15/16 17:58,1/15/16 18:23,E12.00,NOISE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,W203,TRUE,63 OAK ST; 2A  ,JERSEY CITY,40.7138176,-74.07718658,1,S5HPNTSCZA
16-010918,S,1/15/16 17:56,3,1/15/16 17:57,1/15/16 17:57,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S603,TRUE,112 OCEAN AVE;  ,JERSEY CITY,40.69233704,-74.09450531,1,S5HPNTSCZA
16-010921,S,1/15/16 17:57,3,1/15/16 17:58,1/1/01 0:00,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,9,S103,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010922,W,1/15/16 17:57,3,1/15/16 17:59,1/15/16 18:02,C12.00,DAMAGE RESIDENTIAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,W603,TRUE,155 MALLORY AVE; (1 FL),JERSEY CITY,40.71960449,-74.08817291,1,S5HPNTSCZA
16-010923,S,1/15/16 17:57,3,1/15/16 17:58,1/15/16 17:58,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1C,TRUE,390 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71207047,-74.07772064,1,S5HP-TSC-A
16-010923,S,1/15/16 17:57,3,1/15/16 17:58,1/15/16 17:58,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1B,FALSE,390 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71207047,-74.07772064,1,S5HP-TSC-A
16-010923,S,1/15/16 17:57,3,1/15/16 17:58,1/15/16 17:58,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1A,FALSE,390 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71207047,-74.07772064,1,S5HP-TSC-A
16-010924,W,1/15/16 18:01,3,1/15/16 18:06,1/1/01 0:00,D15.00,LEAVING THE SCENE OF A ACCIDENT ( PROPERTY DAMAGE ONLY ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,WP4A,TRUE,LEXINGTON AVE & BERGEN AVE;  ,JERSEY CITY,40.71706009,-74.0774765,1,SX
16-010925,S,1/15/16 18:02,3,1/15/16 18:03,1/15/16 18:03,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,SSD1,TRUE,CATOR AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69892883,-74.09227753,1,SX
16-010925,S,1/15/16 18:02,3,1/15/16 18:03,1/15/16 18:03,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S603,FALSE,CATOR AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69892883,-74.09227753,1,SX
16-010925,S,1/15/16 18:02,3,1/15/16 18:03,1/15/16 18:03,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S303,FALSE,CATOR AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69892883,-74.09227753,1,SX
16-010926,E,1/15/16 18:07,3,1/15/16 18:08,1/15/16 18:08,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,E403,TRUE,GREENE ST & GRAND ST;  ,JERSEY CITY,40.71509171,-74.03601837,1,SX
16-010927,W,1/15/16 18:09,3,1/15/16 18:13,1/1/01 0:00,H32.00,CHECK WELFARE OF; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,W403,TRUE,2438 KENNEDY BLVD; (2 FL),JERSEY CITY,40.72062683,-74.07656097,1,S5HPNTSC-A
16-010930,N,1/15/16 18:10,3,1/15/16 18:13,1/1/01 0:00,F23.00,OTHER SUSPICIOUS/HAZARDOUS CIRCUMSTANCES; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,N403,TRUE,151 BEACH ST;  ,JERSEY CITY,40.74580765,-74.06118011,1,S5HPNTSCZA
16-010932,N,1/15/16 18:12,3,1/15/16 18:13,1/15/16 18:13,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N303,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-010933,E,1/15/16 18:13,3,1/15/16 18:15,1/15/16 18:27,C16.00,TRESPASS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,E203,TRUE,114 LIBERTY VIEW DR;  ,JERSEY CITY,40.71648026,-74.04828644,1,S2HPNTSC-A
16-010934,W,1/15/16 18:13,3,1/15/16 18:14,1/15/16 18:26,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W503,TRUE,LEXINGTON AVE & WEST SIDE AVE;  ,JERSEY CITY,40.71955109,-74.08242035,1,SX
16-010935,E,1/15/16 18:14,3,1/15/16 18:15,1/15/16 18:15,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E103,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-010936,S,1/15/16 18:16,3,1/15/16 18:17,1/15/16 18:16,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S303,TRUE,CATOR AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69892883,-74.09227753,1,SX
16-010938,S,1/15/16 18:18,3,1/15/16 18:19,1/15/16 18:19,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1C,FALSE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010938,S,1/15/16 18:18,3,1/15/16 18:19,1/15/16 18:19,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1B,FALSE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010938,S,1/15/16 18:18,3,1/15/16 18:19,1/15/16 18:19,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK1A,FALSE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010938,S,1/15/16 18:18,3,1/15/16 18:19,1/15/16 18:19,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S603,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010939,S,1/15/16 18:19,3,1/15/16 18:20,1/15/16 18:20,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA2A,TRUE,500 OCEAN AVE;  ,JERSEY CITY,40.70351791,-74.08041382,1,S5HPNTSCZA
16-010942,N,1/15/16 18:27,3,1/15/16 18:28,1/15/16 18:27,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NNSGT,FALSE,281 CENTRAL AVE;  ,JERSEY CITY,40.74443054,-74.05054474,1,S5HPNTSCZA
16-010942,N,1/15/16 18:27,3,1/15/16 18:28,1/15/16 18:27,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NPC,TRUE,281 CENTRAL AVE;  ,JERSEY CITY,40.74443054,-74.05054474,1,S5HPNTSCZA
16-010943,E,1/15/16 18:27,3,1/15/16 18:28,1/15/16 18:28,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,E303,FALSE,MERSELES ST & WAYNE ST;  ,JERSEY CITY,40.72241974,-74.05491638,1,SX
16-010943,E,1/15/16 18:27,3,1/15/16 18:28,1/15/16 18:28,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,ESGT,TRUE,MERSELES ST & WAYNE ST;  ,JERSEY CITY,40.72241974,-74.05491638,1,SX
16-010945,N,1/15/16 18:29,3,1/15/16 18:30,1/15/16 18:55,D13.00,PEDESTRIAN STRUCK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,N503,FALSE,BALDWIN (BALDWIN AVE) & NEWARK AVE;  ,JERSEY CITY,40.73157883,-74.05660248,1,SX
16-010945,N,1/15/16 18:29,3,1/15/16 18:30,1/15/16 18:55,D13.00,PEDESTRIAN STRUCK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,NK95E,TRUE,BALDWIN (BALDWIN AVE) & NEWARK AVE;  ,JERSEY CITY,40.73157883,-74.05660248,1,SX
16-010947,S,1/15/16 18:29,3,1/15/16 18:30,1/15/16 18:30,H28.20,MEET OTHER AGENCY; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,SI,2,S303,TRUE,BARTHOLDI AVE & OLD BERGEN RD;  ,JERSEY CITY,40.69451904,-74.09484863,1,SX
16-010948,N,1/15/16 18:30,3,1/15/16 18:32,1/15/16 18:30,D29.00,DISABLED VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N503,TRUE,ST PAULS (ST PAULS AVE) & TONNELE AVE;  ,JERSEY CITY,40.73807144,-74.06564331,1,SX
16-010949,S,1/15/16 18:30,3,1/15/16 18:31,1/15/16 18:31,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOCA1A,TRUE,135 OCEAN AVE;  ,JERSEY CITY,40.69320297,-74.09371185,2,S5HPNTSCZA
16-010950,S,1/15/16 18:31,3,1/15/16 18:32,1/15/16 18:32,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S503,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-010951,S,1/15/16 18:31,3,1/15/16 18:32,1/15/16 18:32,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,S603,TRUE,84 BOSTWICK AVE;  ,JERSEY CITY,40.70786667,-74.08131409,1,S5HPNTSCZA
16-010952,S,1/15/16 18:32,3,1/15/16 18:35,1/15/16 18:36,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,SSGT,FALSE,573 OCEAN AVE;  ,JERSEY CITY,40.70597458,-74.07846832,1,S5HPNTSCZA
16-010952,S,1/15/16 18:32,3,1/15/16 18:35,1/15/16 18:36,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S603,TRUE,573 OCEAN AVE;  ,JERSEY CITY,40.70597458,-74.07846832,1,S5HPNTSCZA
16-010953,E,1/15/16 18:32,3,1/15/16 18:34,1/15/16 18:45,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,EP1,FALSE,15 EXCHANGE PL;  ,JERSEY CITY,40.71631241,-74.03308105,1,S5HPNTSCZA
16-010953,E,1/15/16 18:32,3,1/15/16 18:34,1/15/16 18:45,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E403,TRUE,15 EXCHANGE PL;  ,JERSEY CITY,40.71631241,-74.03308105,1,S5HPNTSCZA
16-010956,W,1/15/16 18:35,3,1/15/16 18:36,1/15/16 18:35,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W103,TRUE,576 COMMUNIPAW AVE;  ,JERSEY CITY,40.7170639,-74.07191467,1,S5HPNTSCZA
16-010957,N,1/15/16 18:36,3,1/15/16 18:37,1/15/16 18:36,J17.00,DISTRICT MISSION / ASSIGNMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N403,TRUE,1 JOURNAL SQ;  ,JERSEY CITY,40.73155975,-74.06394959,1,S5HPNTSCZA
16-010961,N,1/15/16 18:41,3,1/15/16 18:43,1/15/16 18:57,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,W603,FALSE,1000 WEST SIDE AVE;  ,JERSEY CITY,40.73360443,-74.07175446,1,S5HPNTSC-A
16-010961,N,1/15/16 18:41,3,1/15/16 18:43,1/15/16 18:57,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,N403,TRUE,1000 WEST SIDE AVE;  ,JERSEY CITY,40.73360443,-74.07175446,1,S5HPNTSC-A
16-010963,W,1/15/16 18:43,3,1/15/16 18:44,1/15/16 18:43,J22.00,WARRANT SERVICE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W503,TRUE,63 BELMONT AVE;  ,JERSEY CITY,40.71964264,-74.07006836,1,S5HPNTSCZA
16-010965,E,1/15/16 18:44,3,1/15/16 18:46,1/1/01 0:00,B18.00,TENANT/LANDLORD DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,E103,FALSE,120 TIDEWATER ST;  ,JERSEY CITY,40.71648026,-74.04828644,1,S2HPNTSC-A
